vehicle_make,vehicle_model,vehicle_mileage,vehicle_wheel,vehicle_type,vehicle_cylinder,vehicle_year,vehicle_fuel,vehicle_spec,vehicle_dealer,vehicle_price
Jeep,Grand Cherokee,51000,20,SUV/Crossover,6,2020,Gasoline,GCC,Private Seller,145000
Nissan,Armada,75000,20,SUV/Crossover,8,2019,Gasoline,Import,Private Seller,92000
Nissan,Altima,44000,17,Sedan,4,2019,Gasoline,GCC,Private Seller,83000
Mercedes-Benz,GLB 250,14000,19,SUV/Crossover,4,2021,Gasoline,Import,Private Seller,135000
Mercedes-Benz,E450 Coupe,60000,20,Coupe,6,2018,Gasoline,Import,Private Seller,150000
Hyundai,Elantra,145000,17,Sedan,4,2019,Gasoline,Import,Private Seller,38900
Toyota,Camry,60000,18,Sedan,6,2020,Gasoline,GCC,Private Seller,117000
Maserati,Ghibli,47000,19,Sedan,6,2019,Gasoline,Import,Private Seller,115000
Renault,Duster,51000,17,SUV/Crossover,4,2022,Gasoline,GCC,Private Seller,54000
Mercedes-Benz,GLC 200,80000,20,SUV/Crossover,4,2020,Gasoline,GCC,Private Seller,219000
BMW,520,190000,19,Sedan,4,2018,Gasoline,GCC,Private Seller,70000
Ford,Explorer,87000,17,SUV/Crossover,6,2018,Gasoline,Import,Private Seller,77000
Kia,Sportage,58100,17,SUV/Crossover,4,2022,Gasoline,Import,Private Seller,75000
Land Rover,Range Rover Sport,56000,22,SUV/Crossover,8,2019,Gasoline,GCC,Private Seller,249000
Dodge,Charger,67000,20,Sedan,6,2020,Gasoline,Import,Private Seller,69500
Genesis,G90,60000,19,Sedan,8,2017,Gasoline,GCC,Private Seller,125000
Nissan,Armada,78000,20,SUV/Crossover,8,2018,Gasoline,Import,Private Seller,100000
Chevrolet,Spark,56000,14,Hatchback,4,2020,Gasoline,GCC,Private Seller,29500
Jeep,Wrangler,23000,17,SUV/Crossover,6,2021,Gasoline,GCC,Private Seller,215000
Land Rover,Range Rover Velar,67000,21,SUV/Crossover,6,2018,Gasoline,GCC,Private Seller,230000
Ford,Explorer,145000,21,SUV/Crossover,6,2017,Gasoline,Import,Private Seller,57999
Honda,Pilot,19700,18,SUV/Crossover,6,2021,Gasoline,Import,Private Seller,83000
Toyota,RAV 4,49000,20,SUV/Crossover,4,2021,Gasoline,GCC,Private Seller,92000
Maserati,Quattroporte,46000,20,Sedan,6,2020,Gasoline,GCC,Private Seller,259000
Toyota,Yaris,40000,14,Sedan,4,2021,Gasoline,GCC,Private Seller,46000
Mercedes-Benz,E450 Coupe,8000,19,Convertible,6,2022,Gasoline,Import,Private Seller,370000
Dodge,Charger,104000,20,Sedan,6,2017,Gasoline,Import,Private Seller,50000
Jeep,Wrangler,28000,17,SUV/Crossover,6,2022,Gasoline,GCC,Private Seller,215000
Hyundai,Santa Fe,4500,20,SUV/Crossover,6,2023,Gasoline,GCC,Private Seller,150000
Mercedes-Benz,A 220,21000,18,Sedan,4,2019,Gasoline,Import,Private Seller,99999
Nissan,Sentra,38000,16,Sedan,4,2020,Gasoline,Import,Private Seller,40000
Hyundai,Kona,15000,20,Sedan,4,2021,Gasoline,Import,Private Seller,50000
Mercedes-Benz,S 560 Coupe,38460,20,Coupe,8,2018,Gasoline,GCC,Private Seller,380000
Mazda,CX-5,71000,17,SUV/Crossover,4,2017,Gasoline,GCC,Private Seller,75000
Nissan,Patrol,54000,20,SUV/Crossover,6,2020,Gasoline,GCC,Private Seller,200000
Mercedes-Benz,C 300,138000,19,Sedan,4,2019,Gasoline,Import,Private Seller,98000
Nissan,Patrol,80000,20,SUV/Crossover,8,2020,Gasoline,Import,Private Seller,149500
Hyundai,Sonata,30968,16,Sedan,4,2019,Gasoline,Import,Private Seller,34000
Nissan,Patrol,180000,20,SUV/Crossover,8,2017,Gasoline,GCC,Private Seller,120000
Land Rover,Range Rover Sport SVR,32000,21,SUV/Crossover,8,2022,Gasoline,Import,Private Seller,400000
Nissan,Patrol,200,20,SUV/Crossover,6,2023,Gasoline,GCC,Private Seller,240000
Ford,Mustang,41000,20,Sedan,6,2020,Gasoline,Import,Private Seller,70000
Jeep,Compass,180000,18,SUV/Crossover,4,2020,Gasoline,Import,Private Seller,48000
Mercedes-Benz,GLE 43 AMG,142000,21,SUV/Crossover,6,2017,Gasoline,GCC,Private Seller,165000
Mercedes-Benz,E450 Coupe,14200,20,Convertible,6,2021,Gasoline,Import,Private Seller,268000
Mercedes-Benz,AMG GT 63,49000,20,Sedan,8,2019,Gasoline,GCC,Private Seller,429000
Lexus,IS 300,34149,18,Sedan,6,2019,Gasoline,Import,Private Seller,62000
Toyota,Camry,71000,18,Sedan,4,2019,Gasoline,Import,Private Seller,89000
Dodge,Challenger,70000,20,Coupe,6,2018,Gasoline,Import,Private Seller,61000
Nissan,Sentra,74000,17,Sedan,4,2020,Gasoline,Import,Private Seller,49000
Nissan,Kicks,42000,17,SUV/Crossover,4,2019,Gasoline,Import,Private Seller,45000
Land Rover,Range Rover Sport SVR,93000,22,SUV/Crossover,8,2020,Gasoline,Import,Private Seller,399000
Toyota,Corolla,21062,14,Sedan,4,2021,Gasoline,Import,Private Seller,58500
Toyota,RAV 4,3000,17,SUV/Crossover,4,2023,Gasoline,GCC,Private Seller,109000
Mini,Cooper,91697,16,Hatchback,3,2019,Gasoline,GCC,Private Seller,75999
Ford,Mustang,35000,20,Coupe,4,2020,Gasoline,Import,Private Seller,75000
Nissan,Maxima,59500,19,Sedan,6,2021,Gasoline,GCC,Private Seller,112000
Jeep,Compass,40000,18,SUV/Crossover,4,2020,Gasoline,GCC,Private Seller,108000
Mercedes-Benz,E 350,19000,20,Sedan,4,2021,Gasoline,Import,Private Seller,215000
Nissan,Patrol,73000,20,SUV/Crossover,8,2019,Gasoline,GCC,Private Seller,182000
Infiniti,QX80,265000,22,SUV/Crossover,8,2017,Gasoline,GCC,Private Seller,100000
Nissan,Sentra,10629,16,Sedan,4,2019,Gasoline,Import,Private Seller,28000
Mercedes-Benz,GLS 450,75000,22,SUV/Crossover,6,2019,Gasoline,GCC,Private Seller,319000
Jeep,Compass,105000,17,SUV/Crossover,4,2018,Gasoline,GCC,Private Seller,82000
Kia,Stinger,105500,17,Sedan,4,2018,Gasoline,Import,Private Seller,69000
Volkswagen,Teramont,2000,20,SUV/Crossover,6,2022,Gasoline,GCC,Private Seller,188000
Land Rover,Range Rover Velar,38000,21,SUV/Crossover,6,2020,Gasoline,GCC,Private Seller,239000
Jeep,Wrangler,78000,17,SUV/Crossover,6,2019,Gasoline,GCC,Private Seller,158000
Mercedes-Benz,E 300,20097,20,Sedan,4,2020,Gasoline,GCC,Private Seller,234000
Mercedes-Benz,A 200,32000,17,Hatchback,4,2019,Gasoline,GCC,Private Seller,100000
Nissan,Patrol,1100,20,SUV/Crossover,8,2019,Gasoline,Import,Private Seller,185000
Jeep,Gladiator,70000,17,Pick Up Truck,6,2021,Gasoline,Import,Private Seller,165000
Toyota,Land Cruiser,110000,18,SUV/Crossover,6,2017,Gasoline,GCC,Private Seller,145000
Toyota,Land Cruiser Pickup,142000,17,Pick Up Truck,8,2018,Diesel,GCC,Private Seller,97000
Nissan,Altima,82550,18,Sedan,4,2018,Gasoline,Import,Private Seller,35000
Nissan,Sunny,62000,15,Sedan,4,2018,Gasoline,Import,Private Seller,19999
GMC,Sierra,108000,20,Pick Up Truck,8,2018,Gasoline,GCC,Private Seller,100000
Mercedes-Benz,E 350,30000,18,Sedan,6,2021,Gasoline,Import,Private Seller,185000
Land Rover,Range Rover Sport Autobiography,85000,21,SUV/Crossover,8,2017,Gasoline,GCC,Private Seller,205000
Lamborghini,Huracan,150,20,Coupe,10,2023,Gasoline,Import,Private Seller,1710000
Mini,Cooper,54640,15,Hatchback,3,2020,Gasoline,Import,Private Seller,44000
Dodge,RAM,19368,20,Pick Up Truck,6,2020,Diesel,Import,Private Seller,160000
Mercedes-Benz,GLS 450,77000,21,SUV/Crossover,6,2019,Gasoline,GCC,Private Seller,320000
Jeep,Grand Cherokee,73000,19,SUV/Crossover,6,2019,Gasoline,Import,Private Seller,77000
Infiniti,Q50,77000,19,Sedan,6,2020,Gasoline,Import,Private Seller,77000
Mercedes-Benz,GLC 300,2400,20,SUV/Crossover,4,2023,Gasoline,Import,Private Seller,335000
Mercedes-Benz,S 580,12000,22,Sedan,8,2022,Gasoline,Import,Private Seller,600000
Hyundai,Elantra,82655,15,Sedan,4,2017,Gasoline,Import,Private Seller,24000
Nissan,Altima,94191,17,Sedan,4,2019,Gasoline,Import,Private Seller,43000
Cadillac,Escalade,500,22,SUV/Crossover,8,2023,Gasoline,Import,Private Seller,615000
Ford,Mustang,500,20,Coupe,8,2023,Gasoline,Import,Private Seller,550000
Ford,Bronco,500,20,SUV/Crossover,4,2023,Gasoline,Import,Private Seller,475000
Chevrolet,Corvette,500,20,Convertible,8,2023,Gasoline,Import,Private Seller,615000
Chevrolet,Corvette,500,20,Convertible,8,2023,Gasoline,Import,Private Seller,610000
Kia,K5,16080,18,Sedan,4,2022,Gasoline,Import,Private Seller,80000
Toyota,Corolla,69465,16,Sedan,4,2018,Gasoline,GCC,Private Seller,44000
Mitsubishi,Canter,3000,16,Truck,4,2022,Diesel,GCC,Private Seller,117000
Mercedes-Benz,GLE 450 AMG,79000,21,SUV/Crossover,6,2020,Gasoline,GCC,Private Seller,260000
Toyota,Yaris,200000,14,Pick Up Truck,4,2018,Gasoline,GCC,Private Seller,28000
Toyota,Tundra,1055,20,Pick Up Truck,8,2021,Gasoline,Import,Private Seller,129999
Kia,Telluride,49000,20,SUV/Crossover,6,2021,Gasoline,GCC,Private Seller,159000
Mercedes-Benz,CLA 250,109000,18,Sedan,4,2018,Gasoline,Import,Private Seller,63000
Lexus,NX 200,74000,18,SUV/Crossover,4,2017,Gasoline,Import,Private Seller,72000
Nissan,Patrol,180000,20,SUV/Crossover,8,2018,Gasoline,GCC,Private Seller,150000
Hyundai,Veloster,42000,18,Hatchback,4,2020,Gasoline,Import,Private Seller,52000
Nissan,Kicks,4800,17,SUV/Crossover,4,2022,Gasoline,Import,Private Seller,51500
Mercedes-Benz,GLA 250,120000,19,SUV/Crossover,4,2017,Gasoline,Import,Private Seller,60000
Infiniti,QX80,3800,21,SUV/Crossover,8,2022,Gasoline,Import,Private Seller,197500
Lexus,RX 450,27500,19,SUV/Crossover,6,2022,Hybrid,Import,Private Seller,162000
Nissan,Altima,41000,17,Sedan,4,2019,Gasoline,Import,Private Seller,55000
Mercedes-Benz,C 300,72000,18,Sedan,4,2018,Gasoline,Import,Private Seller,76000
Dodge,RAM,3000,20,Pick Up Truck,8,2022,Gasoline,GCC,Private Seller,272000
Ford,Raptor,110000,20,Pick Up Truck,6,2018,Gasoline,GCC,Private Seller,180000
Rolls-Royce,Cullinan,32700,22,SUV/Crossover,12,2019,Gasoline,GCC,Private Seller,1515000
Bentley,Bentayga,25000,22,SUV/Crossover,12,2017,Gasoline,Import,Private Seller,550000
Chevrolet,Silverado,3000,20,Pick Up Truck,8,2023,Diesel,Import,Private Seller,265000
BMW,X7,14600,20,SUV/Crossover,8,2022,Gasoline,GCC,Private Seller,519000
Nissan,Altima,155211,17,Sedan,4,2017,Gasoline,Import,Private Seller,26500
Mercedes-Benz,GLC 300,70000,20,Hatchback,4,2019,Gasoline,Import,Private Seller,125000
Dodge,RAM,23000,20,Pick Up Truck,6,2022,Gasoline,Import,Private Seller,135000
Nissan,Armada,54000,22,Coupe,8,2021,Gasoline,Import,Private Seller,175000
Ferrari,488,9200,22,Coupe,8,2020,Gasoline,GCC,Private Seller,1499000
Hyundai,Tucson,40000,17,SUV/Crossover,4,2019,Gasoline,Import,Private Seller,49500
BMW,750,107000,20,Sedan,8,2021,Gasoline,GCC,Private Seller,269000
Infiniti,QX80,110000,20,SUV/Crossover,8,2019,Gasoline,GCC,Private Seller,120000
Ford,Explorer,73000,19,SUV/Crossover,4,2020,Gasoline,Import,Private Seller,82000
Hyundai,Sonata,36851,17,Sedan,4,2019,Gasoline,Import,Private Seller,34000
BMW,330,32000,18,Sedan,4,2021,Gasoline,Import,Private Seller,119000
Mercedes-Benz,GLE 43 AMG,20000,22,SUV/Crossover,6,2019,Gasoline,GCC,Private Seller,278000
Mercedes-Benz,E 300,58210,18,Sedan,4,2018,Gasoline,Import,Private Seller,105000
Honda,CR-V,4000,17,SUV/Crossover,4,2022,Gasoline,Import,Private Seller,110000
Jeep,Wrangler,20000,17,SUV/Crossover,6,2021,Diesel,Import,Private Seller,128000
Mercedes-Benz,AMG GT 43,100000,20,Sedan,6,2020,Gasoline,GCC,Private Seller,329000
Hyundai,Sonata,60000,17,Sedan,4,2017,Hybrid,Import,Private Seller,39999
Dodge,Charger,51550,21,SUV/Crossover,6,2020,Gasoline,Import,Private Seller,68000
Jeep,Gladiator,47000,18,Pick Up Truck,6,2020,Gasoline,Import,Private Seller,149000
Dodge,Charger,75000,20,Sedan,6,2018,Gasoline,Import,Private Seller,49000
Hyundai,Kona,14000,17,SUV/Crossover,4,2020,Gasoline,Import,Private Seller,49000
Toyota,Corolla,84000,16,Sedan,4,2020,Gasoline,Import,Private Seller,49000
Mercedes-Benz,S 500,50000,21,Sedan,6,2021,Gasoline,GCC,Private Seller,530000
Lamborghini,Urus,30000,23,SUV/Crossover,8,2021,Gasoline,GCC,Private Seller,1200000
Nissan,Pathfinder,290000,18,SUV/Crossover,6,2017,Gasoline,Import,Private Seller,38500
Mercedes-Benz,GLC 300,4500,20,SUV/Crossover,4,2022,Gasoline,Import,Private Seller,178000
Mercedes-Benz,S 560,73990,21,Sedan,8,2018,Gasoline,Import,Private Seller,249000
Mercedes-Benz,S 560,26000,20,Sedan,8,2020,Gasoline,Import,Private Seller,340000
BMW,X5,17000,22,SUV/Crossover,8,2023,Gasoline,GCC,Private Seller,405000
BMW,X6,94000,20,SUV/Crossover,6,2018,Gasoline,GCC,Private Seller,175000
BMW,750,3700,20,Sedan,8,2022,Gasoline,Import,Private Seller,295000
Mercedes-Benz,S 560,45000,18,Sedan,8,2018,Gasoline,Import,Private Seller,240000
Kia,Sorento,48717,16,SUV/Crossover,6,2020,Gasoline,Import,Private Seller,51000
Kia,Sportage,75000,15,SUV/Crossover,4,2019,Gasoline,Import,Private Seller,41500
Lamborghini,Urus,250,23,SUV/Crossover,8,2023,Gasoline,Import,Private Seller,1890000
Nissan,Sentra,84520,15,Sedan,4,2019,Gasoline,GCC,Private Seller,40000
Toyota,RAV 4,98000,17,SUV/Crossover,4,2018,Gasoline,GCC,Private Seller,68700
Ford,Mustang,59900,18,Coupe,4,2019,Gasoline,Import,Private Seller,75000
Hyundai,Elantra,26000,15,Sedan,4,2018,Gasoline,Import,Private Seller,33000
Volkswagen,Tiguan,94000,17,SUV/Crossover,4,2021,Gasoline,Import,Private Seller,59000
Honda,Odyssey,147000,17,SUV/Crossover,4,2020,Gasoline,GCC,Private Seller,84000
Mercedes-Benz,G 63 AMG,300,22,SUV/Crossover,8,2022,Gasoline,Import,Private Seller,2000000
Tesla,Y,70000,19,SUV/Crossover,None - Electric,2021,Electric,Import,Private Seller,150000
Mitsubishi,Attrage,19000,15,Sedan,3,2020,Gasoline,Import,Private Seller,24500
Toyota,Camry,4000,17,Sedan,4,2022,Gasoline,Import,Private Seller,76000
Mitsubishi,Attrage,26000,14,Sedan,3,2021,Gasoline,Import,Private Seller,29000
Ford,Explorer,40000,18,SUV/Crossover,4,2021,Gasoline,Import,Private Seller,89000
Hyundai,Sonata,16000,17,Sedan,4,2020,Gasoline,Import,Private Seller,65000
Nissan,Rogue,31000,18,Sedan,4,2021,Gasoline,Import,Private Seller,60000
Hyundai,Santa Fe,1800,18,Sedan,4,2022,Gasoline,Import,Private Seller,95000
GMC,Yukon,47000,20,SUV/Crossover,8,2018,Gasoline,GCC,Private Seller,190000
Nissan,Kicks,69000,17,SUV/Crossover,4,2019,Gasoline,GCC,Private Seller,54000
Ford,Mustang,18000,20,Coupe,8,2021,Gasoline,Import,Private Seller,84000
Chevrolet,Equinox,43000,19,SUV/Crossover,4,2021,Gasoline,Import,Private Seller,53500
Lincoln,Nautilus,67000,21,SUV/Crossover,6,2020,Gasoline,Import,Private Seller,105000
Dodge,Charger,100560,20,Sedan,6,2020,Gasoline,Import,Private Seller,46000
Toyota,Tundra,5300,20,Pick Up Truck,6,2022,Gasoline,Import,Private Seller,195000
Mercedes-Benz,E 350,12000,20,Sedan,4,2021,Gasoline,Import,Private Seller,199999
Dodge,Challenger,98000,20,Sedan,8,2018,Gasoline,Import,Private Seller,130000
Mercedes-Benz,C 300 Coupe,4000,18,Convertible,4,2020,Gasoline,Import,Private Seller,135000
Toyota,Camry,75000,15,Sedan,4,2018,Gasoline,Import,Private Seller,59500
Toyota,Tundra,35950,20,Pick Up Truck,8,2019,Gasoline,Import,Private Seller,120000
Jeep,Grand Cherokee,157300,20,SUV/Crossover,8,2018,Gasoline,GCC,Private Seller,85000
Audi,Q5,36000,18,SUV/Crossover,4,2020,Gasoline,GCC,Private Seller,200000
Kia,Sportage,31500,16,SUV/Crossover,4,2019,Gasoline,Import,Private Seller,55000
Mercedes-Benz,GLB 250,55000,20,Sedan,4,2022,Gasoline,Import,Private Seller,148000
Mercedes-Benz,CLA 250,2000,12,Sedan,4,2022,Gasoline,Import,Private Seller,167000
Mercedes-Benz,GLE 350 AMG,7000,20,SUV/Crossover,6,2022,Gasoline,Import,Private Seller,269000
Jeep,Grand Cherokee,44000,20,SUV/Crossover,8,2020,Gasoline,Import,Private Seller,129000
Mercedes-Benz,C 300,20000,18,Sedan,4,2020,Gasoline,Import,Private Seller,125000
Jeep,Gladiator,26000,17,Pick Up Truck,6,2020,Gasoline,GCC,Private Seller,199000
Mercedes-Benz,CLA 250,20000,18,Sedan,4,2021,Gasoline,Import,Private Seller,125900
Kia,Sportage,73834,15,SUV/Crossover,4,2018,Gasoline,Import,Private Seller,45000
Suzuki,Swift,1800,15,Hatchback,4,2023,Gasoline,GCC,Private Seller,53000
Hyundai,Santa Fe,20800,18,SUV/Crossover,4,2022,Gasoline,GCC,Private Seller,114000
Lexus,NX 200,141162,18,SUV/Crossover,4,2017,Gasoline,GCC,Private Seller,84000
Lincoln,Nautilus,29000,20,SUV/Crossover,4,2019,Gasoline,GCC,Private Seller,140000
Toyota,Tundra,28000,18,Pick Up Truck,8,2021,Gasoline,Import,Private Seller,118000
Chevrolet,Camaro,49500,18,Coupe,6,2017,Gasoline,Import,Private Seller,54000
Jaguar,F-Pace,102542,20,SUV/Crossover,6,2017,Gasoline,Import,Private Seller,119500
Mercedes-Benz,S 560,143000,20,Sedan,8,2018,Gasoline,Import,Private Seller,190000
Toyota,Camry,75000,19,Sedan,4,2018,Gasoline,Import,Private Seller,70000
Mercedes-Benz,C 300,30000,18,Sedan,4,2020,Gasoline,Import,Private Seller,115000
Hyundai,Elantra,31000,16,Sedan,4,2019,Gasoline,Import,Private Seller,32000
Tesla,S,96000,19,Sedan,None - Electric,2018,Electric,GCC,Private Seller,180000
Volkswagen,Golf,113050,18,Hatchback,4,2018,Gasoline,GCC,Private Seller,86000
Mercedes-Benz,GLE 450,50000,20,SUV/Crossover,6,2020,Gasoline,Import,Private Seller,253000
Kia,Sorento,58162,16,Van,6,2019,Gasoline,Import,Private Seller,55000
BMW,X1,36000,18,SUV/Crossover,4,2020,Gasoline,GCC,Private Seller,155000
Hyundai,Veloster,55000,18,Hatchback,4,2020,Gasoline,Import,Private Seller,48000
Hyundai,Veloster,20400,18,Hatchback,4,2020,Gasoline,Import,Private Seller,52000
Mercedes-Benz,G 63 AMG,16000,21,SUV/Crossover,8,2022,Gasoline,Import,Private Seller,995000
Toyota,Camry,68000,17,Sedan,4,2020,Gasoline,Import,Private Seller,63000
Mercedes-Benz,C 300,62000,19,Sedan,4,2019,Gasoline,Import,Private Seller,83000
Mercedes-Benz,C 300,80000,19,Sedan,4,2019,Gasoline,Import,Private Seller,83000
BMW,740,108000,19,Sedan,6,2018,Gasoline,Import,Private Seller,90000
Toyota,Fortuner,32450,15,SUV/Crossover,4,2019,Gasoline,GCC,Private Seller,93000
Toyota,Fortuner,35355,18,SUV/Crossover,4,2017,Gasoline,GCC,Private Seller,88000
Toyota,Fortuner,38400,17,SUV/Crossover,4,2017,Gasoline,GCC,Private Seller,86000
BMW,430,76000,18,Coupe,4,2021,Gasoline,GCC,Private Seller,195000
Porsche,911 Turbo S,47000,20,Convertible,6,2018,Gasoline,Import,Private Seller,480000
Mercedes-Benz,C 300,36280,17,Sedan,4,2020,Gasoline,Import,Private Seller,135000
Ford,Mustang,48000,20,Coupe,4,2018,Gasoline,Import,Private Seller,59500
Nissan,Navara,198000,16,Pick Up Truck,4,2017,Gasoline,GCC,Private Seller,41000
Chevrolet,Camaro,20530,20,Coupe,8,2019,Gasoline,Import,Private Seller,105000
Toyota,Tundra,36000,20,Pick Up Truck,8,2020,Gasoline,Import,Private Seller,127000
Infiniti,QX60,37400,19,SUV/Crossover,6,2018,Gasoline,GCC,Private Seller,128000
Mercedes-Benz,E 300,95000,18,Sedan,4,2017,Gasoline,Import,Private Seller,112000
Chevrolet,Tahoe,97800,22,SUV/Crossover,8,2017,Gasoline,GCC,Private Sellers,132000
Mercedes-Benz,GLE 63 AMG,94000,22,SUV/Crossover,8,2017,Gasoline,GCC,Private Seller,250000
BMW,X7,7700,22,SUV/Crossover,8,2020,Gasoline,GCC,Private Seller,405000
Nissan,Altima,35500,17,Sedan,4,2020,Gasoline,Import,Private Seller,49900
Chevrolet,Silverado,50200,22,Pick Up Truck,8,2020,Gasoline,GCC,Private Seller,145000
Mazda,CX-3,30800,16,SUV/Crossover,4,2019,Gasoline,GCC,Private Seller,73000
BMW,750,78000,19,Sedan,8,2017,Gasoline,Import,Private Seller,145000
BMW,740,124000,20,Sedan,6,2017,Gasoline,GCC,Private Seller,135000
Dodge,Charger,61000,20,Sedan,8,2017,Gasoline,Import,Private Seller,54000
Toyota,Prado,98500,18,SUV/Crossover,6,2021,Gasoline,GCC,Private Seller,180000
Audi,Q7,27000,22,SUV/Crossover,6,2019,Gasoline,GCC,Private Seller,195000
Toyota,Camry,25000,19,Sedan,4,2019,Gasoline,Import,Private Seller,70000
Chevrolet,Camaro,18000,20,Coupe,6,2017,Gasoline,GCC,Private Seller,100000
Ford,Raptor,92000,17,Pick Up Truck,6,2018,Gasoline,GCC,Private Seller,235000
Mercedes-Benz,E 350,12000,20,Sedan,4,2021,Gasoline,Import,Private Seller,198000
Mercedes-Benz,GLS 580,47000,23,SUV/Crossover,8,2021,Gasoline,GCC,Private Seller,469000
Volkswagen,Golf,108842,18,Hatchback,4,2017,Gasoline,GCC,Private Seller,48000
Jeep,Cherokee,34000,17,SUV/Crossover,6,2019,Gasoline,Import,Private Seller,61000
BMW,750,2500,20,Sedan,8,2022,Gasoline,GCC,Private Seller,395000
Mercedes-Benz,C 300 Coupe,71000,18,Coupe,4,2017,Gasoline,Import,Private Seller,103000
BMW,X6,33000,19,SUV/Crossover,8,2018,Gasoline,GCC,Private Seller,210000
Nissan,Sentra,92000,16,Sedan,4,2019,Gasoline,Import,Private Seller,35000
Jeep,Wrangler,40000,17,SUV/Crossover,6,2020,Gasoline,GCC,Private Seller,183000
Hyundai,Tucson,93489,16,SUV/Crossover,4,2019,Gasoline,Import,Private Seller,45000
Bentley,Bentayga,500,22,SUV/Crossover,8,2023,Gasoline,Import,Private Seller,1495000
Dodge,Charger,133000,20,Sedan,6,2018,Gasoline,GCC,Private Seller,75000
Land Rover,Range Rover Velar,77000,19,SUV/Crossover,4,2019,Gasoline,GCC,Private Sellers,215000
Jeep,Wrangler,1000,17,SUV/Crossover,6,2020,Gasoline,Import,Private Seller,125000
Hyundai,Tucson,10000,18,SUV/Crossover,4,2022,Gasoline,Import,Private Seller,110000
Kia,Telluride,24000,20,SUV/Crossover,6,2022,Gasoline,Import,Private Seller,130000
Ford,Mustang,49000,18,Coupe,4,2021,Gasoline,Import,Private Seller,78000
Rolls-Royce,Dawn,1300,21,Convertible,12,2021,Gasoline,Import,Private Seller,2000000
Bentley,Flying Spur,200,22,Sedan,8,2022,Gasoline,Import,Private Seller,1200000
Bentley,Flying Spur,2000,22,Sedan,8,2022,Gasoline,Import,Private Seller,1200000
Ford,Mustang,33000,18,Coupe,4,2020,Gasoline,Import,Private Seller,72000
Mazda,CX-5,14000,16,SUV/Crossover,4,2021,Gasoline,GCC,Private Seller,97000
BMW,X6 M,13000,22,SUV/Crossover,6,2022,Gasoline,GCC,Private Seller,352000
Audi,RSQ8,14000,20,SUV/Crossover,6,2022,Gasoline,GCC,Private Seller,600000
BMW,X5,130000,20,SUV/Crossover,6,2017,Gasoline,GCC,Private Seller,124999
Toyota,Prado,98500,17,SUV/Crossover,6,2021,Gasoline,GCC,Private Seller,185000
Maserati,Levante,61000,20,SUV/Crossover,6,2020,Gasoline,GCC,Private Seller,274000
Aston Martin,DB11,19780,20,Coupe,12,2017,Gasoline,GCC,Private Seller,580000
Honda,Accord,53000,17,Sedan,4,2018,Gasoline,Import,Private Seller,50000
Hyundai,Sonata,75000,18,Sedan,4,2020,Gasoline,Import,Private Seller,79000
Kia,Sportage,168000,17,SUV/Crossover,4,2017,Gasoline,Import,Private Seller,45000
Mini,Cooper S,21500,17,Hatchback,4,2021,Gasoline,Import,Private Seller,95000
BMW,X5,72000,20,SUV/Crossover,8,2020,Gasoline,Import,Private Seller,255000
Mercedes-Benz,C 300,41000,19,Sedan,4,2019,Gasoline,Import,Private Seller,117000
